character	code_point	reason
𮜬	U+2E72C	no accepted official reading
𮜭	U+2E72D	no accepted official reading
𮜮	U+2E72E	no accepted official reading
𮜯	U+2E72F	no accepted official reading
𮜰	U+2E730	no accepted official reading
𮜱	U+2E731	no accepted official reading
𮜲	U+2E732	no accepted official reading
𮜳	U+2E733	no accepted official reading
𮜴	U+2E734	no accepted official reading
𮜵	U+2E735	no accepted official reading
𮜷	U+2E737	no accepted official reading
𮜸	U+2E738	no accepted official reading
𮜹	U+2E739	no accepted official reading
𮜻	U+2E73B	no accepted official reading
𮜼	U+2E73C	no accepted official reading
𮜽	U+2E73D	no accepted official reading
𮜾	U+2E73E	no accepted official reading
𮝀	U+2E740	no accepted official reading
𮝁	U+2E741	no accepted official reading
𮝂	U+2E742	no accepted official reading
𮝃	U+2E743	no accepted official reading
𮝄	U+2E744	no accepted official reading
𮝅	U+2E745	no accepted official reading
𮝆	U+2E746	no accepted official reading
𮝇	U+2E747	no accepted official reading
𮝈	U+2E748	no accepted official reading
𮝉	U+2E749	no accepted official reading
𮝊	U+2E74A	no accepted official reading
𮝋	U+2E74B	no accepted official reading
𮝌	U+2E74C	no accepted official reading
𮝍	U+2E74D	no accepted official reading
𮝎	U+2E74E	no accepted official reading
𮝏	U+2E74F	no accepted official reading
𮝐	U+2E750	no accepted official reading
𮝒	U+2E752	no accepted official reading
𮝓	U+2E753	no accepted official reading
𮝔	U+2E754	no accepted official reading
𮝕	U+2E755	no accepted official reading
𮝖	U+2E756	no accepted official reading
𮝘	U+2E758	no accepted official reading
𮝙	U+2E759	no accepted official reading
𮝚	U+2E75A	no accepted official reading
𮝜	U+2E75C	no accepted official reading
𮝝	U+2E75D	no accepted official reading
𮝞	U+2E75E	no accepted official reading
𮝟	U+2E75F	no accepted official reading
𮝠	U+2E760	no accepted official reading
𮝡	U+2E761	no accepted official reading
𮝢	U+2E762	no accepted official reading
𮝣	U+2E763	no accepted official reading
𮝤	U+2E764	no accepted official reading
𮝥	U+2E765	no accepted official reading
𮝦	U+2E766	no accepted official reading
𮝧	U+2E767	no accepted official reading
𮝨	U+2E768	no accepted official reading
𮝩	U+2E769	no accepted official reading
𮝪	U+2E76A	no accepted official reading
𮝫	U+2E76B	no accepted official reading
𮝬	U+2E76C	no accepted official reading
𮝭	U+2E76D	no accepted official reading
𮝮	U+2E76E	no accepted official reading
𮝯	U+2E76F	no accepted official reading
𮝰	U+2E770	no accepted official reading
𮝱	U+2E771	no accepted official reading
𮝳	U+2E773	no accepted official reading
𮝶	U+2E776	no accepted official reading
𮝼	U+2E77C	no accepted official reading
𮝽	U+2E77D	no accepted official reading
𮝿	U+2E77F	no accepted official reading
𮞀	U+2E780	no accepted official reading
𮞁	U+2E781	no accepted official reading
𮞂	U+2E782	no accepted official reading
𮞃	U+2E783	no accepted official reading
𮞄	U+2E784	no accepted official reading
𮞅	U+2E785	no accepted official reading
𮞆	U+2E786	no accepted official reading
𮞇	U+2E787	no accepted official reading
𮞈	U+2E788	no accepted official reading
𮞉	U+2E789	no accepted official reading
𮞊	U+2E78A	no accepted official reading
𮞌	U+2E78C	no accepted official reading
𮞍	U+2E78D	no accepted official reading
𮞎	U+2E78E	no accepted official reading
𮞑	U+2E791	no accepted official reading
𮞒	U+2E792	no accepted official reading
𮞓	U+2E793	no accepted official reading
𮞔	U+2E794	no accepted official reading
𮞕	U+2E795	no accepted official reading
𮞖	U+2E796	no accepted official reading
𮞗	U+2E797	no accepted official reading
𮞘	U+2E798	no accepted official reading
𮞙	U+2E799	no accepted official reading
𮞚	U+2E79A	no accepted official reading
𮞛	U+2E79B	no accepted official reading
𮞜	U+2E79C	no accepted official reading
𮞝	U+2E79D	no accepted official reading
𮞞	U+2E79E	no accepted official reading
𮞠	U+2E7A0	no accepted official reading
𮞢	U+2E7A2	no accepted official reading
𮞣	U+2E7A3	no accepted official reading
𮞤	U+2E7A4	no accepted official reading
𮞥	U+2E7A5	no accepted official reading
𮞦	U+2E7A6	no accepted official reading
𮞧	U+2E7A7	no accepted official reading
𮞨	U+2E7A8	no accepted official reading
𮞩	U+2E7A9	no accepted official reading
𮞪	U+2E7AA	no accepted official reading
𮞬	U+2E7AC	no accepted official reading
𮞮	U+2E7AE	no accepted official reading
𮞯	U+2E7AF	no accepted official reading
𮞰	U+2E7B0	no accepted official reading
𮞱	U+2E7B1	no accepted official reading
𮞲	U+2E7B2	no accepted official reading
𮞳	U+2E7B3	no accepted official reading
𮞴	U+2E7B4	no accepted official reading
𮞵	U+2E7B5	no accepted official reading
𮞶	U+2E7B6	no accepted official reading
𮞷	U+2E7B7	no accepted official reading
𮞸	U+2E7B8	no accepted official reading
𮞼	U+2E7BC	no accepted official reading
𮞾	U+2E7BE	no accepted official reading
𮞿	U+2E7BF	no accepted official reading
𮟁	U+2E7C1	no accepted official reading
𮟂	U+2E7C2	no accepted official reading
𮟄	U+2E7C4	no accepted official reading
𮟅	U+2E7C5	no accepted official reading
𮟆	U+2E7C6	no accepted official reading
𮟇	U+2E7C7	no accepted official reading
𮟉	U+2E7C9	no accepted official reading
𮟊	U+2E7CA	no accepted official reading
𮟋	U+2E7CB	no accepted official reading
𮟍	U+2E7CD	no accepted official reading
𮟎	U+2E7CE	no accepted official reading
𮟑	U+2E7D1	no accepted official reading
𮟒	U+2E7D2	no accepted official reading
𮟓	U+2E7D3	no accepted official reading
𮟔	U+2E7D4	no accepted official reading
𮟕	U+2E7D5	no accepted official reading
𮟘	U+2E7D8	no accepted official reading
𮟙	U+2E7D9	no accepted official reading
𮟛	U+2E7DB	no accepted official reading
𮟝	U+2E7DD	no accepted official reading
𮟠	U+2E7E0	no accepted official reading
𮟡	U+2E7E1	no accepted official reading
𮟢	U+2E7E2	no accepted official reading
𮟣	U+2E7E3	no accepted official reading
𮟤	U+2E7E4	no accepted official reading
𮟥	U+2E7E5	no accepted official reading
𮟦	U+2E7E6	no accepted official reading
𮟧	U+2E7E7	no accepted official reading
𮟩	U+2E7E9	no accepted official reading
𮟪	U+2E7EA	no accepted official reading
𮟫	U+2E7EB	no accepted official reading
𮟬	U+2E7EC	no accepted official reading
𮟭	U+2E7ED	no accepted official reading
𮟮	U+2E7EE	no accepted official reading
𮟰	U+2E7F0	no accepted official reading
𮟱	U+2E7F1	no accepted official reading
𮟲	U+2E7F2	no accepted official reading
𮟳	U+2E7F3	no accepted official reading
𮟴	U+2E7F4	no accepted official reading
𮟵	U+2E7F5	no accepted official reading
𮟶	U+2E7F6	no accepted official reading
𮟷	U+2E7F7	no accepted official reading
𮟸	U+2E7F8	no accepted official reading
𮟹	U+2E7F9	no accepted official reading
𮟺	U+2E7FA	no accepted official reading
𮟼	U+2E7FC	no accepted official reading
𮟽	U+2E7FD	no accepted official reading
𮟿	U+2E7FF	no accepted official reading
𮠀	U+2E800	no accepted official reading
𮠂	U+2E802	no accepted official reading
𮠃	U+2E803	no accepted official reading
𮠄	U+2E804	no accepted official reading
𮠅	U+2E805	no accepted official reading
𮠆	U+2E806	no accepted official reading
𮠇	U+2E807	no accepted official reading
𮠈	U+2E808	no accepted official reading
𮠉	U+2E809	no accepted official reading
𮠊	U+2E80A	no accepted official reading
𮠍	U+2E80D	no accepted official reading
𮠎	U+2E80E	no accepted official reading
𮠏	U+2E80F	no accepted official reading
𮠐	U+2E810	no accepted official reading
𮠑	U+2E811	no accepted official reading
𮠒	U+2E812	no accepted official reading
𮠓	U+2E813	no accepted official reading
𮠖	U+2E816	no accepted official reading
𮠗	U+2E817	no accepted official reading
𮠘	U+2E818	no accepted official reading
𮠙	U+2E819	no accepted official reading
𮠛	U+2E81B	no accepted official reading
𮠜	U+2E81C	no accepted official reading
𮠝	U+2E81D	no accepted official reading
𮠟	U+2E81F	no accepted official reading
𮠠	U+2E820	no accepted official reading
𮠡	U+2E821	no accepted official reading
𮠢	U+2E822	no accepted official reading
𮠣	U+2E823	no accepted official reading
𮠤	U+2E824	no accepted official reading
𮠥	U+2E825	no accepted official reading
𮠦	U+2E826	no accepted official reading
𮠧	U+2E827	no accepted official reading
𮠨	U+2E828	no accepted official reading
𮠩	U+2E829	no accepted official reading
𮠪	U+2E82A	no accepted official reading
𮠫	U+2E82B	no accepted official reading
𮠬	U+2E82C	no accepted official reading
𮠭	U+2E82D	no accepted official reading
𮠯	U+2E82F	no accepted official reading
𮠰	U+2E830	no accepted official reading
𮠱	U+2E831	no accepted official reading
𮠴	U+2E834	no accepted official reading
𮠵	U+2E835	no accepted official reading
𮠶	U+2E836	no accepted official reading
𮠷	U+2E837	no accepted official reading
𮠸	U+2E838	no accepted official reading
𮠹	U+2E839	no accepted official reading
𮠻	U+2E83B	no accepted official reading
𮠼	U+2E83C	no accepted official reading
𮠽	U+2E83D	no accepted official reading
𮠾	U+2E83E	no accepted official reading
𮠿	U+2E83F	no accepted official reading
𮡀	U+2E840	no accepted official reading
𮡁	U+2E841	no accepted official reading
𮡂	U+2E842	no accepted official reading
𮡃	U+2E843	no accepted official reading
𮡅	U+2E845	no accepted official reading
𮡆	U+2E846	no accepted official reading
𮡇	U+2E847	no accepted official reading
𮡉	U+2E849	no accepted official reading
𮡊	U+2E84A	no accepted official reading
𮡋	U+2E84B	no accepted official reading
𮡍	U+2E84D	no accepted official reading
𮡎	U+2E84E	no accepted official reading
𮡏	U+2E84F	no accepted official reading
𮡐	U+2E850	no accepted official reading
𮡑	U+2E851	no accepted official reading
𮡒	U+2E852	no accepted official reading
𮡓	U+2E853	no accepted official reading
𮡕	U+2E855	no accepted official reading
𮡖	U+2E856	no accepted official reading
𮡗	U+2E857	no accepted official reading
𮡘	U+2E858	no accepted official reading
𮡙	U+2E859	no accepted official reading
𮡛	U+2E85B	no accepted official reading
𮡜	U+2E85C	no accepted official reading
𮡝	U+2E85D	no accepted official reading
𮡞	U+2E85E	no accepted official reading
𮡟	U+2E85F	no accepted official reading
𮡠	U+2E860	no accepted official reading
𮡡	U+2E861	no accepted official reading
𮡢	U+2E862	no accepted official reading
𮡣	U+2E863	no accepted official reading
𮡤	U+2E864	no accepted official reading
𮡥	U+2E865	no accepted official reading
𮡦	U+2E866	no accepted official reading
𮡧	U+2E867	no accepted official reading
𮡨	U+2E868	no accepted official reading
𮡩	U+2E869	no accepted official reading
𮡫	U+2E86B	no accepted official reading
𮡬	U+2E86C	no accepted official reading
𮡮	U+2E86E	no accepted official reading
𮡯	U+2E86F	no accepted official reading
𮡲	U+2E872	no accepted official reading
𮡳	U+2E873	no accepted official reading
𮡴	U+2E874	no accepted official reading
𮡵	U+2E875	no accepted official reading
𮡶	U+2E876	no accepted official reading
𮡷	U+2E877	no accepted official reading
𮡸	U+2E878	no accepted official reading
𮡹	U+2E879	no accepted official reading
𮡼	U+2E87C	no accepted official reading
𮡽	U+2E87D	no accepted official reading
𮡿	U+2E87F	no accepted official reading
𮢁	U+2E881	no accepted official reading
𮢂	U+2E882	no accepted official reading
𮢃	U+2E883	no accepted official reading
𮢅	U+2E885	no accepted official reading
𮢆	U+2E886	no accepted official reading
𮢈	U+2E888	no accepted official reading
𮢉	U+2E889	no accepted official reading
𮢊	U+2E88A	no accepted official reading
𮢌	U+2E88C	no accepted official reading
𮢍	U+2E88D	no accepted official reading
𮢎	U+2E88E	no accepted official reading
𮢏	U+2E88F	no accepted official reading
𮢒	U+2E892	no accepted official reading
𮢓	U+2E893	no accepted official reading
𮢔	U+2E894	no accepted official reading
𮢕	U+2E895	no accepted official reading
𮢖	U+2E896	no accepted official reading
𮢘	U+2E898	no accepted official reading
𮢙	U+2E899	no accepted official reading
𮢚	U+2E89A	no accepted official reading
𮢜	U+2E89C	no accepted official reading
𮢝	U+2E89D	no accepted official reading
𮢞	U+2E89E	no accepted official reading
𮢠	U+2E8A0	no accepted official reading
𮢡	U+2E8A1	no accepted official reading
𮢢	U+2E8A2	no accepted official reading
𮢣	U+2E8A3	no accepted official reading
𮢤	U+2E8A4	no accepted official reading
𮢥	U+2E8A5	no accepted official reading
𮢦	U+2E8A6	no accepted official reading
𮢨	U+2E8A8	no accepted official reading
𮢩	U+2E8A9	no accepted official reading
𮢪	U+2E8AA	no accepted official reading
𮢬	U+2E8AC	no accepted official reading
𮢭	U+2E8AD	no accepted official reading
𮢰	U+2E8B0	no accepted official reading
𮢳	U+2E8B3	no accepted official reading
𮢵	U+2E8B5	no accepted official reading
𮢶	U+2E8B6	no accepted official reading
𮢸	U+2E8B8	no accepted official reading
𮢹	U+2E8B9	no accepted official reading
𮢺	U+2E8BA	no accepted official reading
𮢻	U+2E8BB	no accepted official reading
𮢼	U+2E8BC	no accepted official reading
𮢽	U+2E8BD	no accepted official reading
𮢾	U+2E8BE	no accepted official reading
𮣀	U+2E8C0	no accepted official reading
𮣁	U+2E8C1	no accepted official reading
𮣃	U+2E8C3	no accepted official reading
𮣄	U+2E8C4	no accepted official reading
𮣆	U+2E8C6	no accepted official reading
𮣇	U+2E8C7	no accepted official reading
𮣈	U+2E8C8	no accepted official reading
𮣉	U+2E8C9	no accepted official reading
𮣊	U+2E8CA	no accepted official reading
𮣌	U+2E8CC	no accepted official reading
𮣍	U+2E8CD	no accepted official reading
𮣏	U+2E8CF	no accepted official reading
𮣐	U+2E8D0	no accepted official reading
𮣓	U+2E8D3	no accepted official reading
𮣔	U+2E8D4	no accepted official reading
𮣖	U+2E8D6	no accepted official reading
𮣗	U+2E8D7	no accepted official reading
𮣘	U+2E8D8	no accepted official reading
𮣙	U+2E8D9	no accepted official reading
𮣚	U+2E8DA	no accepted official reading
𮣛	U+2E8DB	no accepted official reading
𮣜	U+2E8DC	no accepted official reading
𮣞	U+2E8DE	no accepted official reading
𮣠	U+2E8E0	no accepted official reading
𮣣	U+2E8E3	no accepted official reading
𮣥	U+2E8E5	no accepted official reading
𮣩	U+2E8E9	no accepted official reading
𮣪	U+2E8EA	no accepted official reading
𮣫	U+2E8EB	no accepted official reading
𮣬	U+2E8EC	no accepted official reading
𮣭	U+2E8ED	no accepted official reading
𮣮	U+2E8EE	no accepted official reading
𮣯	U+2E8EF	no accepted official reading
𮣰	U+2E8F0	no accepted official reading
𮣱	U+2E8F1	no accepted official reading
𮣸	U+2E8F8	no accepted official reading
𮣹	U+2E8F9	no accepted official reading
𮣺	U+2E8FA	no accepted official reading
𮣻	U+2E8FB	no accepted official reading
𮣼	U+2E8FC	no accepted official reading
𮣽	U+2E8FD	no accepted official reading
𮣾	U+2E8FE	no accepted official reading
𮣿	U+2E8FF	no accepted official reading
𮤀	U+2E900	no accepted official reading
𮤁	U+2E901	no accepted official reading
𮤂	U+2E902	no accepted official reading
𮤃	U+2E903	no accepted official reading
𮤄	U+2E904	no accepted official reading
𮤅	U+2E905	no accepted official reading
𮤆	U+2E906	no accepted official reading
𮤇	U+2E907	no accepted official reading
𮤈	U+2E908	no accepted official reading
𮤉	U+2E909	no accepted official reading
𮤊	U+2E90A	no accepted official reading
𮤋	U+2E90B	no accepted official reading
𮤍	U+2E90D	no accepted official reading
𮤎	U+2E90E	no accepted official reading
𮤏	U+2E90F	no accepted official reading
𮤐	U+2E910	no accepted official reading
𮤑	U+2E911	no accepted official reading
𮤒	U+2E912	no accepted official reading
𮤓	U+2E913	no accepted official reading
𮤕	U+2E915	no accepted official reading
𮤖	U+2E916	no accepted official reading
𮤗	U+2E917	no accepted official reading
𮤘	U+2E918	no accepted official reading
𮤚	U+2E91A	no accepted official reading
𮤛	U+2E91B	no accepted official reading
𮤜	U+2E91C	no accepted official reading
𮤝	U+2E91D	no accepted official reading
𮤞	U+2E91E	no accepted official reading
𮤟	U+2E91F	no accepted official reading
𮤠	U+2E920	no accepted official reading
𮤡	U+2E921	no accepted official reading
𮤢	U+2E922	no accepted official reading
𮤣	U+2E923	no accepted official reading
𮤤	U+2E924	no accepted official reading
𮤦	U+2E926	no accepted official reading
𮤧	U+2E927	no accepted official reading
𮤩	U+2E929	no accepted official reading
𮤭	U+2E92D	no accepted official reading
𮤮	U+2E92E	no accepted official reading
𮤰	U+2E930	no accepted official reading
𮤱	U+2E931	no accepted official reading
𮤳	U+2E933	no accepted official reading
𮤵	U+2E935	no accepted official reading
𮤶	U+2E936	no accepted official reading
𮤷	U+2E937	no accepted official reading
𮤹	U+2E939	no accepted official reading
𮤺	U+2E93A	no accepted official reading
𮤻	U+2E93B	no accepted official reading
𮤼	U+2E93C	no accepted official reading
𮤽	U+2E93D	no accepted official reading
𮤾	U+2E93E	no accepted official reading
𮤿	U+2E93F	no accepted official reading
𮥀	U+2E940	no accepted official reading
𮥁	U+2E941	no accepted official reading
𮥂	U+2E942	no accepted official reading
𮥄	U+2E944	no accepted official reading
𮥅	U+2E945	no accepted official reading
𮥆	U+2E946	no accepted official reading
𮥇	U+2E947	no accepted official reading
𮥈	U+2E948	no accepted official reading
𮥉	U+2E949	no accepted official reading
𮥊	U+2E94A	no accepted official reading
𮥌	U+2E94C	no accepted official reading
𮥍	U+2E94D	no accepted official reading
𮥏	U+2E94F	no accepted official reading
𮥐	U+2E950	no accepted official reading
𮥑	U+2E951	no accepted official reading
𮥒	U+2E952	no accepted official reading
𮥓	U+2E953	no accepted official reading
𮥔	U+2E954	no accepted official reading
𮥕	U+2E955	no accepted official reading
𮥗	U+2E957	no accepted official reading
𮥛	U+2E95B	no accepted official reading
𮥜	U+2E95C	no accepted official reading
𮥝	U+2E95D	no accepted official reading
𮥞	U+2E95E	no accepted official reading
𮥟	U+2E95F	no accepted official reading
𮥡	U+2E961	no accepted official reading
𮥢	U+2E962	no accepted official reading
𮥤	U+2E964	no accepted official reading
𮥥	U+2E965	no accepted official reading
𮥦	U+2E966	no accepted official reading
𮥧	U+2E967	no accepted official reading
𮥪	U+2E96A	no accepted official reading
𮥬	U+2E96C	no accepted official reading
𮥮	U+2E96E	no accepted official reading
𮥰	U+2E970	no accepted official reading
𮥱	U+2E971	no accepted official reading
𮥲	U+2E972	no accepted official reading
𮥳	U+2E973	no accepted official reading
𮥴	U+2E974	no accepted official reading
𮥶	U+2E976	no accepted official reading
𮥷	U+2E977	no accepted official reading
𮥸	U+2E978	no accepted official reading
𮥺	U+2E97A	no accepted official reading
𮥻	U+2E97B	no accepted official reading
𮥼	U+2E97C	no accepted official reading
𮥽	U+2E97D	no accepted official reading
𮥾	U+2E97E	no accepted official reading
𮥿	U+2E97F	no accepted official reading
𮦀	U+2E980	no accepted official reading
𮦁	U+2E981	no accepted official reading
𮦂	U+2E982	no accepted official reading
𮦃	U+2E983	no accepted official reading
𮦄	U+2E984	no accepted official reading
𮦅	U+2E985	no accepted official reading
𮦆	U+2E986	no accepted official reading
𮦇	U+2E987	no accepted official reading
𮦈	U+2E988	no accepted official reading
𮦉	U+2E989	no accepted official reading
𮦊	U+2E98A	no accepted official reading
𮦋	U+2E98B	no accepted official reading
𮦌	U+2E98C	no accepted official reading
𮦍	U+2E98D	no accepted official reading
𮦎	U+2E98E	no accepted official reading
𮦑	U+2E991	no accepted official reading
𮦒	U+2E992	no accepted official reading
𮦔	U+2E994	no accepted official reading
𮦕	U+2E995	no accepted official reading
𮦖	U+2E996	no accepted official reading
𮦗	U+2E997	no accepted official reading
𮦘	U+2E998	no accepted official reading
𮦙	U+2E999	no accepted official reading
𮦚	U+2E99A	no accepted official reading
𮦛	U+2E99B	no accepted official reading
𮦜	U+2E99C	no accepted official reading
𮦞	U+2E99E	no accepted official reading
𮦟	U+2E99F	no accepted official reading
𮦠	U+2E9A0	no accepted official reading
𮦡	U+2E9A1	no accepted official reading
𮦢	U+2E9A2	no accepted official reading
𮦣	U+2E9A3	no accepted official reading
𮦥	U+2E9A5	no accepted official reading
𮦦	U+2E9A6	no accepted official reading
𮦧	U+2E9A7	no accepted official reading
𮦨	U+2E9A8	no accepted official reading
𮦩	U+2E9A9	no accepted official reading
𮦪	U+2E9AA	no accepted official reading
𮦫	U+2E9AB	no accepted official reading
𮦭	U+2E9AD	no accepted official reading
𮦮	U+2E9AE	no accepted official reading
𮦯	U+2E9AF	no accepted official reading
𮦰	U+2E9B0	no accepted official reading
𮦱	U+2E9B1	no accepted official reading
𮦳	U+2E9B3	no accepted official reading
𮦶	U+2E9B6	no accepted official reading
𮦷	U+2E9B7	no accepted official reading
𮦸	U+2E9B8	no accepted official reading
𮦹	U+2E9B9	no accepted official reading
𮦻	U+2E9BB	no accepted official reading
𮦽	U+2E9BD	no accepted official reading
𮦾	U+2E9BE	no accepted official reading
𮦿	U+2E9BF	no accepted official reading
𮧀	U+2E9C0	no accepted official reading
𮧃	U+2E9C3	no accepted official reading
𮧄	U+2E9C4	no accepted official reading
𮧅	U+2E9C5	no accepted official reading
𮧆	U+2E9C6	no accepted official reading
𮧇	U+2E9C7	no accepted official reading
𮧉	U+2E9C9	no accepted official reading
𮧊	U+2E9CA	no accepted official reading
𮧋	U+2E9CB	no accepted official reading
𮧍	U+2E9CD	no accepted official reading
𮧎	U+2E9CE	no accepted official reading
𮧏	U+2E9CF	no accepted official reading
𮧐	U+2E9D0	no accepted official reading
𮧑	U+2E9D1	no accepted official reading
𮧒	U+2E9D2	no accepted official reading
𮧓	U+2E9D3	no accepted official reading
𮧔	U+2E9D4	no accepted official reading
𮧕	U+2E9D5	no accepted official reading
𮧖	U+2E9D6	no accepted official reading
𮧙	U+2E9D9	no accepted official reading
𮧚	U+2E9DA	no accepted official reading
𮧜	U+2E9DC	no accepted official reading
𮧝	U+2E9DD	no accepted official reading
𮧞	U+2E9DE	no accepted official reading
𮧟	U+2E9DF	no accepted official reading
𮧠	U+2E9E0	no accepted official reading
𮧡	U+2E9E1	no accepted official reading
𮧢	U+2E9E2	no accepted official reading
𮧣	U+2E9E3	no accepted official reading
𮧥	U+2E9E5	no accepted official reading
𮧨	U+2E9E8	no accepted official reading
𮧩	U+2E9E9	no accepted official reading
𮧪	U+2E9EA	no accepted official reading
𮧫	U+2E9EB	no accepted official reading
𮧭	U+2E9ED	no accepted official reading
𮧱	U+2E9F1	no accepted official reading
𮧲	U+2E9F2	no accepted official reading
𮧳	U+2E9F3	no accepted official reading
𮧶	U+2E9F6	no accepted official reading
𮧷	U+2E9F7	no accepted official reading
𮧸	U+2E9F8	no accepted official reading
𮧹	U+2E9F9	no accepted official reading
𮧺	U+2E9FA	no accepted official reading
𮧻	U+2E9FB	no accepted official reading
𮧼	U+2E9FC	no accepted official reading
𮧽	U+2E9FD	no accepted official reading
𮧾	U+2E9FE	no accepted official reading
𮧿	U+2E9FF	no accepted official reading
𮨀	U+2EA00	no accepted official reading
𮨁	U+2EA01	no accepted official reading
𮨂	U+2EA02	no accepted official reading
𮨃	U+2EA03	no accepted official reading
𮨄	U+2EA04	no accepted official reading
𮨅	U+2EA05	no accepted official reading
𮨆	U+2EA06	no accepted official reading
𮨉	U+2EA09	no accepted official reading
𮨌	U+2EA0C	no accepted official reading
𮨍	U+2EA0D	no accepted official reading
𮨎	U+2EA0E	no accepted official reading
𮨏	U+2EA0F	no accepted official reading
𮨑	U+2EA11	no accepted official reading
𮨒	U+2EA12	no accepted official reading
𮨓	U+2EA13	no accepted official reading
𮨔	U+2EA14	no accepted official reading
𮨕	U+2EA15	no accepted official reading
𮨖	U+2EA16	no accepted official reading
𮨙	U+2EA19	no accepted official reading
𮨚	U+2EA1A	no accepted official reading
𮨛	U+2EA1B	no accepted official reading
𮨜	U+2EA1C	no accepted official reading
𮨝	U+2EA1D	no accepted official reading
𮨞	U+2EA1E	no accepted official reading
𮨠	U+2EA20	no accepted official reading
𮨡	U+2EA21	no accepted official reading
𮨢	U+2EA22	no accepted official reading
𮨣	U+2EA23	no accepted official reading
𮨤	U+2EA24	no accepted official reading
𮨥	U+2EA25	no accepted official reading
𮨦	U+2EA26	no accepted official reading
𮨧	U+2EA27	no accepted official reading
𮨨	U+2EA28	no accepted official reading
𮨩	U+2EA29	no accepted official reading
𮨪	U+2EA2A	no accepted official reading
𮨫	U+2EA2B	no accepted official reading
𮨬	U+2EA2C	no accepted official reading
𮨭	U+2EA2D	no accepted official reading
𮨮	U+2EA2E	no accepted official reading
𮨯	U+2EA2F	no accepted official reading
𮨰	U+2EA30	no accepted official reading
𮨲	U+2EA32	no accepted official reading
𮨳	U+2EA33	no accepted official reading
𮨶	U+2EA36	no accepted official reading
𮨸	U+2EA38	no accepted official reading
𮨺	U+2EA3A	no accepted official reading
𮨻	U+2EA3B	no accepted official reading
𮨼	U+2EA3C	no accepted official reading
𮨽	U+2EA3D	no accepted official reading
𮨿	U+2EA3F	no accepted official reading
𮩁	U+2EA41	no accepted official reading
𮩂	U+2EA42	no accepted official reading
𮩄	U+2EA44	no accepted official reading
𮩅	U+2EA45	no accepted official reading
𮩇	U+2EA47	no accepted official reading
𮩉	U+2EA49	no accepted official reading
𮩊	U+2EA4A	no accepted official reading
𮩌	U+2EA4C	no accepted official reading
𮩎	U+2EA4E	no accepted official reading
𮩐	U+2EA50	no accepted official reading
𮩑	U+2EA51	no accepted official reading
𮩒	U+2EA52	no accepted official reading
𮩓	U+2EA53	no accepted official reading
𮩕	U+2EA55	no accepted official reading
𮩗	U+2EA57	no accepted official reading
𮩘	U+2EA58	no accepted official reading
𮩚	U+2EA5A	no accepted official reading
𮩟	U+2EA5F	no accepted official reading
𮩠	U+2EA60	no accepted official reading
𮩡	U+2EA61	no accepted official reading
𮩢	U+2EA62	no accepted official reading
𮩣	U+2EA63	no accepted official reading
𮩤	U+2EA64	no accepted official reading
𮩥	U+2EA65	no accepted official reading
𮩦	U+2EA66	no accepted official reading
𮩧	U+2EA67	no accepted official reading
𮩩	U+2EA69	no accepted official reading
𮩪	U+2EA6A	no accepted official reading
𮩫	U+2EA6B	no accepted official reading
𮩬	U+2EA6C	no accepted official reading
𮩭	U+2EA6D	no accepted official reading
𮩮	U+2EA6E	no accepted official reading
𮩰	U+2EA70	no accepted official reading
𮩲	U+2EA72	no accepted official reading
𮩶	U+2EA76	no accepted official reading
𮩷	U+2EA77	no accepted official reading
𮩹	U+2EA79	no accepted official reading
𮩻	U+2EA7B	no accepted official reading
𮩼	U+2EA7C	no accepted official reading
𮩽	U+2EA7D	no accepted official reading
𮩾	U+2EA7E	no accepted official reading
𮩿	U+2EA7F	no accepted official reading
𮪁	U+2EA81	no accepted official reading
𮪂	U+2EA82	no accepted official reading
𮪃	U+2EA83	no accepted official reading
𮪄	U+2EA84	no accepted official reading
𮪅	U+2EA85	no accepted official reading
𮪆	U+2EA86	no accepted official reading
𮪈	U+2EA88	no accepted official reading
𮪉	U+2EA89	no accepted official reading
𮪊	U+2EA8A	no accepted official reading
𮪋	U+2EA8B	no accepted official reading
𮪌	U+2EA8C	no accepted official reading
𮪍	U+2EA8D	no accepted official reading
𮪏	U+2EA8F	no accepted official reading
𮪐	U+2EA90	no accepted official reading
𮪑	U+2EA91	no accepted official reading
𮪒	U+2EA92	no accepted official reading
𮪓	U+2EA93	no accepted official reading
𮪔	U+2EA94	no accepted official reading
𮪕	U+2EA95	no accepted official reading
𮪖	U+2EA96	no accepted official reading
𮪗	U+2EA97	no accepted official reading
𮪘	U+2EA98	no accepted official reading
𮪙	U+2EA99	no accepted official reading
𮪚	U+2EA9A	no accepted official reading
𮪛	U+2EA9B	no accepted official reading
𮪜	U+2EA9C	no accepted official reading
𮪞	U+2EA9E	no accepted official reading
𮪟	U+2EA9F	no accepted official reading
𮪠	U+2EAA0	no accepted official reading
𮪦	U+2EAA6	no accepted official reading
𮪧	U+2EAA7	no accepted official reading
𮪨	U+2EAA8	no accepted official reading
𮪩	U+2EAA9	no accepted official reading
𮪪	U+2EAAA	no accepted official reading
𮪭	U+2EAAD	no accepted official reading
𮪮	U+2EAAE	no accepted official reading
𮪯	U+2EAAF	no accepted official reading
𮪱	U+2EAB1	no accepted official reading
𮪲	U+2EAB2	no accepted official reading
𮪳	U+2EAB3	no accepted official reading
